Epoch,CPU_Usage(%),RAM_Usage(%),GPU_Usage(%),GPU_Memory_Used(MB),GPU_Power(W),Network_Usage(Bytes),Epoch_Training_Time(s),source_file
4,0.0,66.2,0.0,21278.0,131.065,10510528,25.19222354888916,training_metrics_batch32_lr0.0005_epochs20.csv
5,0.0,66.4,0.0,21278.0,131.677,10632506,25.102850914001465,training_metrics_batch32_lr0.0005_epochs20.csv
6,0.2,66.5,0.0,21278.0,131.75799999999998,10754615,25.55833220481873,training_metrics_batch32_lr0.0005_epochs20.csv
7,0.0,66.6,0.0,21278.0,116.373,10877990,25.536166429519653,training_metrics_batch32_lr0.0005_epochs20.csv
8,0.0,66.7,0.0,21278.0,131.833,10999564,25.22698283195496,training_metrics_batch32_lr0.0005_epochs20.csv
9,0.0,66.8,0.0,21278.0,132.455,11125322,25.38622808456421,training_metrics_batch32_lr0.0005_epochs20.csv
10,0.0,66.1,0.0,21278.0,114.551,11246562,25.70852756500244,training_metrics_batch32_lr0.0005_epochs20.csv
11,0.0,66.6,0.0,21278.0,132.054,11371376,26.000959634780884,training_metrics_batch32_lr0.0005_epochs20.csv
12,0.0,66.7,0.0,21278.0,132.577,11494176,25.23530864715576,training_metrics_batch32_lr0.0005_epochs20.csv
13,0.0,66.7,0.0,21278.0,132.781,11616604,25.294435024261475,training_metrics_batch32_lr0.0005_epochs20.csv
14,0.2,66.8,0.0,21278.0,132.808,11737990,24.97328782081604,training_metrics_batch32_lr0.0005_epochs20.csv
15,0.0,67.0,0.0,21278.0,132.346,11864564,25.252225160598755,training_metrics_batch32_lr0.0005_epochs20.csv
16,0.0,67.0,0.0,21278.0,132.501,11990648,25.08130168914795,training_metrics_batch32_lr0.0005_epochs20.csv
17,0.0,67.2,0.0,21278.0,132.91899999999998,12110980,25.061107873916622,training_metrics_batch32_lr0.0005_epochs20.csv
18,0.0,67.2,0.0,21278.0,132.281,12232314,25.738989114761356,training_metrics_batch32_lr0.0005_epochs20.csv
19,0.2,67.4,0.0,21278.0,133.487,12354791,25.092785835266117,training_metrics_batch32_lr0.0005_epochs20.csv
20,0.0,67.5,0.0,21278.0,133.074,12486376,25.20807981491089,training_metrics_batch32_lr0.0005_epochs20.csv
1,0.0,71.4,0.0,21282.0,110.036,12656138,81.26875710487366,training_metrics_batch32_lr0.0005_epochs30.csv
2,0.0,71.3,0.0,21282.0,130.00400000000002,12783307,25.22899627685547,training_metrics_batch32_lr0.0005_epochs30.csv
3,0.0,71.5,0.0,21282.0,131.499,12905621,25.16715407371521,training_metrics_batch32_lr0.0005_epochs30.csv
4,0.0,71.6,0.0,21282.0,115.785,13029839,25.31260895729065,training_metrics_batch32_lr0.0005_epochs30.csv
5,0.0,71.6,0.0,21282.0,131.516,13167726,25.35879492759705,training_metrics_batch32_lr0.0005_epochs30.csv
6,0.2,71.7,0.0,21282.0,116.133,13290866,25.566845417022705,training_metrics_batch32_lr0.0005_epochs30.csv
7,0.0,71.8,0.0,21282.0,132.566,13415281,25.70702075958252,training_metrics_batch32_lr0.0005_epochs30.csv
8,0.0,71.9,0.0,21282.0,111.089,13539698,27.19821310043335,training_metrics_batch32_lr0.0005_epochs30.csv
9,0.0,71.3,0.0,21282.0,132.054,13661906,25.700788021087646,training_metrics_batch32_lr0.0005_epochs30.csv
10,0.0,71.5,0.0,21282.0,116.712,13785608,25.585177183151245,training_metrics_batch32_lr0.0005_epochs30.csv
11,0.0,71.6,0.0,21282.0,132.266,13908024,25.518168687820435,training_metrics_batch32_lr0.0005_epochs30.csv
12,0.0,71.7,0.0,21282.0,119.208,14034070,25.572980403900143,training_metrics_batch32_lr0.0005_epochs30.csv
13,0.0,71.8,0.0,21282.0,132.167,14156798,25.197346925735477,training_metrics_batch32_lr0.0005_epochs30.csv
14,0.0,72.0,0.0,21282.0,118.949,14278854,25.70390248298645,training_metrics_batch32_lr0.0005_epochs30.csv
15,0.0,72.0,0.0,21282.0,132.654,14400588,26.000247716903687,training_metrics_batch32_lr0.0005_epochs30.csv
16,0.0,72.2,0.0,21282.0,132.632,14526540,25.68069314956665,training_metrics_batch32_lr0.0005_epochs30.csv
17,0.0,72.3,0.0,21282.0,116.349,14648732,25.894232988357544,training_metrics_batch32_lr0.0005_epochs30.csv
18,0.2,72.4,0.0,21282.0,133.138,14770364,25.408239364624023,training_metrics_batch32_lr0.0005_epochs30.csv
19,0.0,72.5,0.0,21282.0,117.43699999999998,14892146,25.5884370803833,training_metrics_batch32_lr0.0005_epochs30.csv
20,0.0,72.5,0.0,21282.0,132.166,15014971,25.58761954307556,training_metrics_batch32_lr0.0005_epochs30.csv
21,0.0,71.7,0.0,21282.0,116.743,15145760,25.396050930023197,training_metrics_batch32_lr0.0005_epochs30.csv
22,0.0,71.8,0.0,21282.0,132.926,15267094,25.547999620437626,training_metrics_batch32_lr0.0005_epochs30.csv
23,0.0,71.9,0.0,21282.0,129.12099999999998,15401141,25.216381311416622,training_metrics_batch32_lr0.0005_epochs30.csv
24,0.0,72.0,0.0,21282.0,132.808,15523268,25.82711410522461,training_metrics_batch32_lr0.0005_epochs30.csv
25,0.0,72.1,0.0,21282.0,116.89,15648416,25.75189757347107,training_metrics_batch32_lr0.0005_epochs30.csv
26,0.0,72.2,0.0,21282.0,132.73000000000002,15786685,25.683151483535767,training_metrics_batch32_lr0.0005_epochs30.csv
27,0.0,72.3,0.0,21282.0,117.592,15912393,25.43331718444824,training_metrics_batch32_lr0.0005_epochs30.csv
28,0.2,72.4,0.0,21282.0,132.183,16035212,25.676581382751465,training_metrics_batch32_lr0.0005_epochs30.csv
29,0.0,72.6,0.0,21282.0,117.12,16157718,25.730467796325684,training_metrics_batch32_lr0.0005_epochs30.csv
30,0.0,72.6,0.0,21282.0,131.606,16279893,25.94455051422119,training_metrics_batch32_lr0.0005_epochs30.csv
1,0.0,39.8,0.0,21268.0,107.684,949980,97.94872617721558,training_metrics_batch32_lr0.001_epochs10.csv
2,0.0,39.3,0.0,21268.0,123.744,1077176,25.22160387039185,training_metrics_batch32_lr0.001_epochs10.csv
3,0.0,39.5,0.0,21268.0,124.751,1200642,24.987050771713257,training_metrics_batch32_lr0.001_epochs10.csv
4,0.0,39.7,0.0,21268.0,125.511,1324909,25.129258155822757,training_metrics_batch32_lr0.001_epochs10.csv
5,0.2,39.8,0.0,21268.0,127.416,1458514,24.58747434616089,training_metrics_batch32_lr0.001_epochs10.csv
6,0.0,39.3,0.0,21268.0,114.793,1582832,24.84159207344055,training_metrics_batch32_lr0.001_epochs10.csv
7,0.2,39.5,0.0,21268.0,127.656,1725333,25.290903329849243,training_metrics_batch32_lr0.001_epochs10.csv
8,0.0,39.6,0.0,21268.0,127.998,1849408,24.7709903717041,training_metrics_batch32_lr0.001_epochs10.csv
9,0.0,39.7,0.0,21268.0,128.487,1972582,24.601905345916748,training_metrics_batch32_lr0.001_epochs10.csv
10,0.0,39.9,0.0,21268.0,128.707,2096469,25.229623556137085,training_metrics_batch32_lr0.001_epochs10.csv
1,0.0,50.1,0.0,21272.0,108.365,2258696,81.29969096183777,training_metrics_batch32_lr0.001_epochs20.csv
2,0.0,49.5,0.0,21272.0,128.366,2380241,25.03193306922913,training_metrics_batch32_lr0.001_epochs20.csv
3,0.2,49.6,0.0,21272.0,129.237,2501955,25.35554838180542,training_metrics_batch32_lr0.001_epochs20.csv
4,0.0,49.6,0.0,21272.0,129.466,2623802,24.883368968963623,training_metrics_batch32_lr0.001_epochs20.csv
5,0.0,49.7,0.0,21272.0,130.525,2744268,24.876945972442627,training_metrics_batch32_lr0.001_epochs20.csv
6,0.2,49.9,0.0,21272.0,129.778,2865808,24.834381103515625,training_metrics_batch32_lr0.001_epochs20.csv
7,0.2,50.0,0.0,21272.0,116.218,2987187,25.139355182647705,training_metrics_batch32_lr0.001_epochs20.csv
8,0.0,50.1,0.0,21272.0,132.799,3109634,25.054086446762085,training_metrics_batch32_lr0.001_epochs20.csv
9,0.0,50.2,0.0,21272.0,133.498,3230578,25.156121969223022,training_metrics_batch32_lr0.001_epochs20.csv
10,0.0,50.2,0.0,21272.0,132.997,3353796,25.33235478401184,training_metrics_batch32_lr0.001_epochs20.csv
11,0.0,50.3,0.0,21272.0,131.793,3481001,24.96924829483032,training_metrics_batch32_lr0.001_epochs20.csv
12,0.0,50.4,0.0,21272.0,132.101,3604948,25.36922168731689,training_metrics_batch32_lr0.001_epochs20.csv
13,0.2,50.0,0.0,21272.0,115.946,3726880,25.41240620613098,training_metrics_batch32_lr0.001_epochs20.csv
14,0.0,50.1,0.0,21272.0,131.951,3849232,25.54332518577576,training_metrics_batch32_lr0.001_epochs20.csv
15,0.0,50.2,0.0,21272.0,131.807,3971272,24.96438217163086,training_metrics_batch32_lr0.001_epochs20.csv
16,0.0,50.3,0.0,21272.0,132.527,4099549,25.05442714691162,training_metrics_batch32_lr0.001_epochs20.csv
17,0.0,50.4,0.0,21272.0,132.971,4226042,25.3443443775177,training_metrics_batch32_lr0.001_epochs20.csv
18,0.0,50.5,0.0,21272.0,115.858,4358351,25.344090938568115,training_metrics_batch32_lr0.001_epochs20.csv
19,0.0,50.6,0.0,21272.0,132.125,4485773,25.071027994155884,training_metrics_batch32_lr0.001_epochs20.csv
20,0.0,50.7,0.0,21272.0,132.722,4607732,25.08765721321106,training_metrics_batch32_lr0.001_epochs20.csv
1,0.2,55.9,0.0,21272.0,115.751,4786402,82.92061591148376,training_metrics_batch32_lr0.001_epochs30.csv
2,0.0,55.4,0.0,21272.0,130.335,4908364,24.98114252090454,training_metrics_batch32_lr0.001_epochs30.csv
3,0.0,55.5,0.0,21272.0,131.361,5035509,24.86094975471497,training_metrics_batch32_lr0.001_epochs30.csv
4,0.2,55.6,0.0,21272.0,115.128,5165859,25.32384181022644,training_metrics_batch32_lr0.001_epochs30.csv
5,0.2,55.7,0.0,21272.0,131.987,5589830,25.084815740585327,training_metrics_batch32_lr0.001_epochs30.csv
6,0.0,55.8,0.0,21272.0,115.789,5711610,25.563090562820435,training_metrics_batch32_lr0.001_epochs30.csv
7,0.0,55.9,0.0,21272.0,132.461,5833596,25.19316029548645,training_metrics_batch32_lr0.001_epochs30.csv
8,0.2,55.9,0.0,21272.0,132.274,5955747,25.166823387146,training_metrics_batch32_lr0.001_epochs30.csv
9,0.2,56.0,0.0,21272.0,132.899,6077566,25.16801071166992,training_metrics_batch32_lr0.001_epochs30.csv
10,0.0,56.1,0.0,21272.0,131.981,6197640,24.96702289581299,training_metrics_batch32_lr0.001_epochs30.csv
11,0.0,56.3,0.0,21272.0,132.43900000000002,6323256,25.33376455307007,training_metrics_batch32_lr0.001_epochs30.csv
12,0.5,55.7,0.0,21272.0,132.029,6448088,25.043704986572266,training_metrics_batch32_lr0.001_epochs30.csv
13,0.0,55.8,0.0,21272.0,133.009,6569902,25.14401197433472,training_metrics_batch32_lr0.001_epochs30.csv
14,0.0,56.0,0.0,21272.0,132.852,6691394,25.141069889068604,training_metrics_batch32_lr0.001_epochs30.csv
15,0.5,56.1,0.0,21272.0,132.893,6811964,25.10324621200561,training_metrics_batch32_lr0.001_epochs30.csv
16,0.0,56.1,0.0,21272.0,133.026,6934714,25.142786741256717,training_metrics_batch32_lr0.001_epochs30.csv
17,0.0,56.3,0.0,21272.0,133.38299999999998,7056915,25.20358896255493,training_metrics_batch32_lr0.001_epochs30.csv
18,0.0,56.3,0.0,21272.0,133.196,7188522,25.367576599121094,training_metrics_batch32_lr0.001_epochs30.csv
19,0.0,56.4,0.0,21272.0,117.067,7320951,25.495988607406616,training_metrics_batch32_lr0.001_epochs30.csv
20,0.0,56.6,0.0,21272.0,133.085,7447465,25.73554491996765,training_metrics_batch32_lr0.001_epochs30.csv
21,0.0,56.7,0.0,21272.0,132.589,7576126,25.21545648574829,training_metrics_batch32_lr0.001_epochs30.csv
22,0.0,56.8,0.0,21272.0,132.642,7697587,25.064602613449097,training_metrics_batch32_lr0.001_epochs30.csv
23,0.0,56.8,0.0,21272.0,132.948,7820987,25.51700711250305,training_metrics_batch32_lr0.001_epochs30.csv
24,0.2,56.2,0.0,21272.0,132.981,7944907,25.03329944610596,training_metrics_batch32_lr0.001_epochs30.csv
25,0.2,56.2,0.0,21272.0,132.10399999999998,8065942,25.239659547805783,training_metrics_batch32_lr0.001_epochs30.csv
26,0.0,56.4,0.0,21272.0,132.837,8187780,25.122345685958862,training_metrics_batch32_lr0.001_epochs30.csv
27,0.2,56.5,0.0,21272.0,134.548,8308523,25.047036170959476,training_metrics_batch32_lr0.001_epochs30.csv
28,0.2,56.6,0.0,21272.0,118.545,8429951,25.383172512054443,training_metrics_batch32_lr0.001_epochs30.csv
29,0.0,56.7,0.0,21272.0,133.93,8551264,25.520353078842163,training_metrics_batch32_lr0.001_epochs30.csv
30,0.0,56.9,0.0,21272.0,133.19,8672412,24.739910125732425,training_metrics_batch32_lr0.001_epochs30.csv
1,0.0,76.8,0.0,21284.0,109.465,16443148,83.31534004211426,training_metrics_batch32_lr0.01_epochs10.csv
2,0.0,76.8,0.0,21284.0,130.673,16566764,25.789817094802856,training_metrics_batch32_lr0.01_epochs10.csv
3,0.0,76.9,0.0,21284.0,115.451,16691316,25.57486581802368,training_metrics_batch32_lr0.01_epochs10.csv
4,0.0,77.0,0.0,21284.0,130.051,16812504,25.77461290359497,training_metrics_batch32_lr0.01_epochs10.csv
5,0.0,77.1,0.0,21284.0,115.945,16932972,25.976427793502808,training_metrics_batch32_lr0.01_epochs10.csv
6,0.0,77.3,0.0,21284.0,131.124,17054302,25.68908929824829,training_metrics_batch32_lr0.01_epochs10.csv
7,0.0,77.3,0.0,21284.0,115.696,17195800,25.42588233947754,training_metrics_batch32_lr0.01_epochs10.csv
8,0.0,77.4,0.0,21284.0,131.862,17317384,25.6122145652771,training_metrics_batch32_lr0.01_epochs10.csv
9,0.0,77.5,0.0,21284.0,131.407,17439188,25.42722749710083,training_metrics_batch32_lr0.01_epochs10.csv
10,0.0,76.9,0.0,21284.0,117.525,17560134,25.63440227508545,training_metrics_batch32_lr0.01_epochs10.csv
1,0.0,81.6,0.0,21288.0,109.17,17738207,82.97584080696106,training_metrics_batch32_lr0.01_epochs20.csv
2,0.2,81.4,0.0,21288.0,129.96800000000002,17866904,25.48617720603943,training_metrics_batch32_lr0.01_epochs20.csv
3,0.0,81.5,0.0,21288.0,116.846,17988740,25.873616933822632,training_metrics_batch32_lr0.01_epochs20.csv
4,0.2,81.6,0.0,21288.0,131.382,18114517,25.44000220298767,training_metrics_batch32_lr0.01_epochs20.csv
5,0.0,81.7,0.0,21288.0,115.675,18239577,25.591180562973022,training_metrics_batch32_lr0.01_epochs20.csv
6,0.0,81.8,0.0,21288.0,131.62099999999998,18364584,25.601240634918213,training_metrics_batch32_lr0.01_epochs20.csv
7,0.0,81.3,0.0,21288.0,115.25,18485832,25.619951248168945,training_metrics_batch32_lr0.01_epochs20.csv
8,0.0,81.5,0.0,21288.0,131.83599999999998,18607900,25.412330627441406,training_metrics_batch32_lr0.01_epochs20.csv
9,0.0,81.7,0.0,21288.0,116.747,18728807,25.12752866744995,training_metrics_batch32_lr0.01_epochs20.csv
10,0.0,81.8,0.0,21288.0,132.185,18850658,25.13528633117676,training_metrics_batch32_lr0.01_epochs20.csv
11,0.0,81.9,0.0,21288.0,115.859,18971012,25.454538583755493,training_metrics_batch32_lr0.01_epochs20.csv
12,0.0,82.0,0.0,21288.0,132.251,19093070,25.491045713424683,training_metrics_batch32_lr0.01_epochs20.csv
13,0.0,82.1,0.0,21288.0,132.132,19216080,25.53683829307556,training_metrics_batch32_lr0.01_epochs20.csv
14,0.0,82.2,0.0,21288.0,116.985,19339334,25.36836194992065,training_metrics_batch32_lr0.01_epochs20.csv
15,0.0,82.3,0.0,21288.0,132.918,19461302,25.406837463378903,training_metrics_batch32_lr0.01_epochs20.csv
16,0.0,82.4,0.0,21288.0,116.713,19585370,25.20401215553284,training_metrics_batch32_lr0.01_epochs20.csv
17,0.0,82.5,0.0,21288.0,132.377,19707220,25.132096767425537,training_metrics_batch32_lr0.01_epochs20.csv
18,0.0,82.6,0.0,21288.0,115.434,19832478,25.73311400413513,training_metrics_batch32_lr0.01_epochs20.csv
19,0.0,81.9,0.0,21288.0,131.766,19953708,26.026442289352417,training_metrics_batch32_lr0.01_epochs20.csv
20,0.0,82.1,0.0,21288.0,115.42,20075650,25.43123888969421,training_metrics_batch32_lr0.01_epochs20.csv
1,0.0,86.2,0.0,21290.0,108.81,20243622,82.904794216156,training_metrics_batch32_lr0.01_epochs30.csv
2,0.0,86.3,0.0,21290.0,128.56,20373781,25.46936774253845,training_metrics_batch32_lr0.01_epochs30.csv
3,0.2,86.5,0.0,21290.0,128.55599999999998,20501868,24.998598337173465,training_metrics_batch32_lr0.01_epochs30.csv
4,0.0,86.6,0.0,21290.0,113.588,20640514,25.513946533203125,training_metrics_batch32_lr0.01_epochs30.csv
5,0.0,86.7,0.0,21290.0,129.064,20763905,25.15648126602173,training_metrics_batch32_lr0.01_epochs30.csv
6,0.0,86.9,0.0,21290.0,128.274,20890021,25.034324645996094,training_metrics_batch32_lr0.01_epochs30.csv
7,0.0,86.3,0.0,21290.0,129.042,21017994,25.447718858718872,training_metrics_batch32_lr0.01_epochs30.csv
8,0.0,86.4,0.0,21290.0,113.263,21139264,25.07955956459045,training_metrics_batch32_lr0.01_epochs30.csv
9,0.0,86.6,0.0,21290.0,129.779,21262688,25.15307092666626,training_metrics_batch32_lr0.01_epochs30.csv
10,0.0,86.7,0.0,21290.0,128.246,21400053,25.19737482070923,training_metrics_batch32_lr0.01_epochs30.csv
11,0.0,86.8,0.0,21290.0,130.012,21523556,24.940365076065063,training_metrics_batch32_lr0.01_epochs30.csv
12,0.0,87.4,0.0,21290.0,128.727,21644096,24.989306449890137,training_metrics_batch32_lr0.01_epochs30.csv
13,0.2,87.4,0.0,21290.0,130.768,21764896,24.98527431488037,training_metrics_batch32_lr0.01_epochs30.csv
14,0.2,87.5,0.0,21290.0,129.32,21885988,24.83809804916382,training_metrics_batch32_lr0.01_epochs30.csv
15,0.0,87.6,0.0,21290.0,114.337,22012330,25.15123152732849,training_metrics_batch32_lr0.01_epochs30.csv
16,0.0,87.7,0.0,21290.0,130.353,22134740,24.990089178085327,training_metrics_batch32_lr0.01_epochs30.csv
17,0.0,87.8,0.0,21290.0,129.478,22256564,24.8978807926178,training_metrics_batch32_lr0.01_epochs30.csv
18,0.0,87.9,0.0,21290.0,129.822,22378682,25.32983994483948,training_metrics_batch32_lr0.01_epochs30.csv
19,0.0,87.0,0.0,21290.0,129.942,22504187,25.10360550880432,training_metrics_batch32_lr0.01_epochs30.csv
20,0.0,87.2,0.0,21290.0,129.97,22632949,25.000483989715576,training_metrics_batch32_lr0.01_epochs30.csv
21,0.0,87.3,0.0,21290.0,130.433,22764251,25.10622358322144,training_metrics_batch32_lr0.01_epochs30.csv
22,0.2,87.4,0.0,21290.0,130.219,22887167,25.01826500892639,training_metrics_batch32_lr0.01_epochs30.csv
23,0.0,87.4,0.0,21290.0,130.144,23010294,25.172726154327396,training_metrics_batch32_lr0.01_epochs30.csv
24,0.0,87.5,0.0,21290.0,130.257,23130956,25.12254786491394,training_metrics_batch32_lr0.01_epochs30.csv
25,0.0,87.6,0.0,21290.0,130.71,23261893,24.907108783721924,training_metrics_batch32_lr0.01_epochs30.csv
26,0.0,87.7,0.0,21290.0,131.733,23390444,24.924317598342896,training_metrics_batch32_lr0.01_epochs30.csv
27,0.0,87.8,0.0,21290.0,130.88,23518579,25.169247150421143,training_metrics_batch32_lr0.01_epochs30.csv
28,0.0,88.0,0.0,21290.0,132.79899999999998,23640929,24.95016503334045,training_metrics_batch32_lr0.01_epochs30.csv
29,0.2,88.0,0.0,21290.0,130.624,23761880,24.94673156738281,training_metrics_batch32_lr0.01_epochs30.csv
30,0.2,88.2,0.0,21290.0,131.594,23886956,25.10626173019409,training_metrics_batch32_lr0.01_epochs30.csv
1,0.0,93.0,0.0,21302.0,128.22,27899206,73.5455412864685,training_metrics_batch64_lr0.0005_epochs10.csv
2,0.0,93.1,0.0,21302.0,131.64,27966321,13.561492443084717,training_metrics_batch64_lr0.0005_epochs10.csv
3,0.0,93.4,0.0,21302.0,135.026,28027403,13.460299968719482,training_metrics_batch64_lr0.0005_epochs10.csv
4,0.0,93.5,0.0,21302.0,135.49900000000002,28088405,13.577349662780762,training_metrics_batch64_lr0.0005_epochs10.csv
5,0.0,93.1,0.0,21302.0,135.73399999999998,28150037,13.536819219589232,training_metrics_batch64_lr0.0005_epochs10.csv
6,0.0,93.4,0.0,21302.0,131.896,28210975,13.481176137924194,training_metrics_batch64_lr0.0005_epochs10.csv
7,0.0,93.6,0.0,21302.0,135.311,28271606,13.447756052017212,training_metrics_batch64_lr0.0005_epochs10.csv
8,0.0,93.8,0.0,21302.0,132.729,28332608,13.3265962600708,training_metrics_batch64_lr0.0005_epochs10.csv
9,0.0,94.0,0.0,21302.0,131.91,28396529,13.773296356201172,training_metrics_batch64_lr0.0005_epochs10.csv
10,0.0,94.1,0.0,21302.0,132.78300000000002,28467313,13.71315622329712,training_metrics_batch64_lr0.0005_epochs10.csv
1,0.0,95.7,0.0,21306.0,125.772,28567256,73.0547707080841,training_metrics_batch64_lr0.0005_epochs20.csv
2,0.0,95.3,0.0,21306.0,134.694,28628993,13.542824268341064,training_metrics_batch64_lr0.0005_epochs20.csv
3,0.2,95.6,0.0,21306.0,132.527,28690147,13.974347114562988,training_metrics_batch64_lr0.0005_epochs20.csv
4,0.0,95.9,0.0,21306.0,131.981,28751121,14.180325508117676,training_metrics_batch64_lr0.0005_epochs20.csv
5,0.0,96.1,0.0,21306.0,134.65,28812075,14.13450574874878,training_metrics_batch64_lr0.0005_epochs20.csv
6,0.0,96.3,0.0,21306.0,136.242,28872879,13.881930112838743,training_metrics_batch64_lr0.0005_epochs20.csv
7,0.0,96.5,0.0,21306.0,133.413,28935337,13.57487416267395,training_metrics_batch64_lr0.0005_epochs20.csv
8,0.0,96.6,0.0,21306.0,131.615,28996705,13.932617664337158,training_metrics_batch64_lr0.0005_epochs20.csv
9,0.0,96.8,0.0,21306.0,133.252,29057989,13.928037643432615,training_metrics_batch64_lr0.0005_epochs20.csv
10,0.0,96.9,0.0,21306.0,136.3,29119781,13.591823816299438,training_metrics_batch64_lr0.0005_epochs20.csv
11,0.0,97.2,0.0,21306.0,138.40699999999998,29181521,13.480637550354004,training_metrics_batch64_lr0.0005_epochs20.csv
12,0.0,97.3,0.0,21306.0,136.303,29242407,13.470114707946776,training_metrics_batch64_lr0.0005_epochs20.csv
13,0.0,97.4,0.0,21306.0,134.505,29302333,13.58176064491272,training_metrics_batch64_lr0.0005_epochs20.csv
14,0.2,95.9,0.0,21306.0,137.415,29363145,13.754302978515623,training_metrics_batch64_lr0.0005_epochs20.csv
15,0.0,96.2,0.0,21306.0,137.451,29424969,13.641384601593018,training_metrics_batch64_lr0.0005_epochs20.csv
16,0.0,96.3,0.0,21306.0,136.979,29498432,13.691389799118042,training_metrics_batch64_lr0.0005_epochs20.csv
17,0.0,96.5,0.0,21306.0,136.37,29581420,13.467721223831177,training_metrics_batch64_lr0.0005_epochs20.csv
18,0.2,96.7,0.0,21306.0,136.368,29643147,13.846447944641112,training_metrics_batch64_lr0.0005_epochs20.csv
19,0.0,96.9,0.0,21306.0,137.798,29703903,13.631599426269531,training_metrics_batch64_lr0.0005_epochs20.csv
20,0.0,97.0,0.0,21306.0,139.67,29765295,14.122799396514893,training_metrics_batch64_lr0.0005_epochs20.csv
1,0.0,92.3,0.0,21294.0,124.451,23991339,73.52200365066528,training_metrics_batch64_lr0.001_epochs10.csv
2,0.0,92.1,0.0,21294.0,128.668,24052534,13.728511810302734,training_metrics_batch64_lr0.001_epochs10.csv
3,0.0,92.4,0.0,21294.0,135.788,24114056,13.7563796043396,training_metrics_batch64_lr0.001_epochs10.csv
4,0.0,92.6,0.0,21294.0,133.061,24175289,13.43325972557068,training_metrics_batch64_lr0.001_epochs10.csv
5,0.2,92.9,0.0,21294.0,133.851,24236329,13.419409036636353,training_metrics_batch64_lr0.001_epochs10.csv
6,0.0,93.1,0.0,21294.0,135.565,24297377,13.401711225509644,training_metrics_batch64_lr0.001_epochs10.csv
7,0.0,92.2,0.0,21294.0,133.986,24357329,13.481788396835327,training_metrics_batch64_lr0.001_epochs10.csv
8,0.0,92.5,0.0,21294.0,131.196,24419147,13.404047966003418,training_metrics_batch64_lr0.001_epochs10.csv
9,0.0,92.8,0.0,21294.0,133.79,24480921,13.384863138198853,training_metrics_batch64_lr0.001_epochs10.csv
10,0.0,93.0,0.0,21294.0,135.185,24540915,13.411166667938232,training_metrics_batch64_lr0.001_epochs10.csv
1,0.0,94.0,0.0,21296.0,116.76,24640591,73.32498288154602,training_metrics_batch64_lr0.001_epochs20.csv
2,0.0,93.6,0.0,21296.0,133.7,24702723,13.799702882766724,training_metrics_batch64_lr0.001_epochs20.csv
3,0.0,93.8,0.0,21296.0,133.409,24764802,13.5794517993927,training_metrics_batch64_lr0.001_epochs20.csv
4,0.0,93.9,0.0,21296.0,133.16,24829502,13.71760606765747,training_metrics_batch64_lr0.001_epochs20.csv
5,0.0,93.4,0.0,21296.0,130.095,24890441,13.595638513565063,training_metrics_batch64_lr0.001_epochs20.csv
6,0.0,93.7,0.0,21296.0,133.87,24951657,13.587061882019045,training_metrics_batch64_lr0.001_epochs20.csv
7,0.0,93.9,0.0,21296.0,134.655,25013253,13.425745964050291,training_metrics_batch64_lr0.001_epochs20.csv
8,0.0,94.1,0.0,21296.0,133.938,25072815,13.614213943481444,training_metrics_batch64_lr0.001_epochs20.csv
9,0.0,94.4,0.0,21296.0,132.037,25134051,13.729493141174316,training_metrics_batch64_lr0.001_epochs20.csv
10,0.0,94.5,0.0,21296.0,132.437,25195579,13.923715114593506,training_metrics_batch64_lr0.001_epochs20.csv
11,0.0,94.7,0.0,21296.0,133.12900000000002,25258134,14.013166427612305,training_metrics_batch64_lr0.001_epochs20.csv
12,0.0,94.0,0.0,21296.0,135.899,25319116,13.769020318984984,training_metrics_batch64_lr0.001_epochs20.csv
13,0.0,94.2,0.0,21296.0,134.867,25379926,13.660505533218384,training_metrics_batch64_lr0.001_epochs20.csv
14,0.0,94.4,0.0,21296.0,134.934,25463991,13.585689067840576,training_metrics_batch64_lr0.001_epochs20.csv
15,0.0,94.7,0.0,21296.0,131.923,25530699,13.60293459892273,training_metrics_batch64_lr0.001_epochs20.csv
16,0.0,92.8,0.0,21296.0,134.242,25591023,13.62962031364441,training_metrics_batch64_lr0.001_epochs20.csv
17,0.0,93.1,0.0,21296.0,135.688,25661090,13.678902864456177,training_metrics_batch64_lr0.001_epochs20.csv
18,0.0,93.2,0.0,21296.0,135.258,25740117,13.568800687789915,training_metrics_batch64_lr0.001_epochs20.csv
19,0.0,93.4,0.0,21296.0,135.524,25806531,13.58745288848877,training_metrics_batch64_lr0.001_epochs20.csv
20,0.2,93.6,0.0,21296.0,134.209,25867791,13.885470628738403,training_metrics_batch64_lr0.001_epochs20.csv
1,0.0,94.1,0.0,21300.0,129.291,25997717,76.9975471496582,training_metrics_batch64_lr0.001_epochs30.csv
2,0.0,93.6,0.0,21300.0,130.157,26057895,13.59842324256897,training_metrics_batch64_lr0.001_epochs30.csv
3,0.0,93.6,0.0,21300.0,130.003,26119519,13.69025731086731,training_metrics_batch64_lr0.001_epochs30.csv
4,0.0,93.1,0.0,21300.0,131.683,26181741,13.781691074371338,training_metrics_batch64_lr0.001_epochs30.csv
5,0.5,93.4,0.0,21300.0,134.034,26242489,13.710203886032104,training_metrics_batch64_lr0.001_epochs30.csv
6,0.0,93.6,0.0,21300.0,134.027,26302832,13.804860353469849,training_metrics_batch64_lr0.001_epochs30.csv
